# LTR_retriever Module 1 Filter Results
# Column descriptions:
# Sequence_ID: 序列标识符
# Total_Length: 完整序列长度
# Internal_Length: Internal region长度
# LTR5_Length: 5' LTR长度
# LTR3_Length: 3' LTR长度
# LTR_Internal_Ratio: LTR与internal region的长度比
# Internal_Check: Internal region长度检查结果
# Ratio_Check: LTR:internal比率检查结果
# Gap_Check: Gap检查结果
# Max_Gap_Length: 最大连续Gap长度
# TRF_Check: TRF检查结果
# Tandem_Repeats: 符合过滤条件的串联重复数量
# Filter_Status: 最终过滤状态 (PASS/FILTER)
# Filter_Reason: 过滤原因
#
Sequence_ID	Total_Length	Internal_Length	LTR5_Length	LTR3_Length	LTR_Internal_Ratio	Internal_Check	Ratio_Check	Gap_Check	Max_Gap_Length	TRF_Check	Tandem_Repeats	Filter_Status	Filter_Reason
LTR_2067	5662	4739	457	467	0.097	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2068	9696	5717	1988	1992	0.348	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2069	13158	10732	1214	1213	0.113	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2070	2475	2198	139	139	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2071	12074	5758	3158	3159	0.549	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2072	13437	6168	3633	3637	0.589	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2073	10371	9484	447	441	0.047	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.047) < minimum (0.05)
LTR_2074	1587	1307	144	137	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2075	10912	10240	331	342	0.033	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.033) < minimum (0.05)
LTR_2076	12552	10684	930	939	0.087	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2077	3703	3497	104	103	0.030	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.030) < minimum (0.05)
LTR_2078	3881	2446	720	716	0.294	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2079	12013	11202	410	402	0.036	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.036) < minimum (0.05)
LTR_2080	2637	2433	104	101	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2081	5820	4578	624	619	0.136	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2082	5281	4524	383	375	0.084	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2083	7845	7160	345	341	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_2084	8047	7665	189	194	0.025	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.025) < minimum (0.05)
LTR_2085	12494	6247	3125	3123	0.500	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2086	7108	6818	148	143	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_2087	3975	3169	408	399	0.127	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2088	1974	1706	128	141	0.079	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2089	4875	4424	226	226	0.051	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2090	6232	5553	342	338	0.061	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2091	1254	990	132	133	0.134	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2092	2770	1099	838	834	0.761	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2093	11012	10136	438	439	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_2094	3907	2469	718	721	0.291	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2095	12919	10749	1083	1088	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2096	4692	3974	354	365	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2097	6628	5919	354	356	0.060	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2098	4904	4496	207	202	0.045	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.045) < minimum (0.05)
LTR_2099	4789	4186	303	301	0.072	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2100	5972	5655	158	160	0.028	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.028) < minimum (0.05)
LTR_2101	5805	5288	256	262	0.049	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.049) < minimum (0.05)
LTR_2102	2011	886	563	563	0.635	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2103	13523	12030	746	748	0.062	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2104	5844	5253	293	299	0.056	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2105	11285	10404	444	438	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2106	10589	10103	237	250	0.024	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.024) < minimum (0.05)
LTR_2107	6544	6120	218	207	0.035	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.035) < minimum (0.05)
LTR_2108	6441	6127	160	155	0.026	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.026) < minimum (0.05)
LTR_2109	1134	902	119	114	0.129	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2110	5812	4819	497	497	0.103	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2111	4947	3811	570	567	0.149	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2112	5045	4789	128	129	0.027	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.027) < minimum (0.05)
LTR_2113	5553	5124	215	215	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2114	2074	1828	122	125	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2115	5155	4784	187	185	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_2116	7195	6901	141	154	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_2117	4916	4405	256	256	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2118	4807	2854	976	978	0.342	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2119	4715	4276	220	220	0.051	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2120	1340	973	182	186	0.189	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2121	2063	1603	230	231	0.144	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2122	8268	7524	379	366	0.050	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.050) < minimum (0.05)
LTR_2123	11071	9005	1032	1035	0.115	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2124	4407	4013	198	197	0.049	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.049) < minimum (0.05)
LTR_2125	3401	3150	123	129	0.040	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.040) < minimum (0.05)
LTR_2126	4791	4553	121	118	0.026	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.026) < minimum (0.05)
LTR_2127	3945	1162	1392	1392	1.198	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2128	1526	1284	121	122	0.095	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2129	7462	7054	206	203	0.029	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.029) < minimum (0.05)
LTR_2130	2869	2618	125	127	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_2131	5117	4392	363	363	0.083	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2132	3121	2423	347	352	0.144	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2133	5370	3229	1071	1071	0.332	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2134	10125	9694	215	217	0.022	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.022) < minimum (0.05)
LTR_2135	6967	6683	144	141	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_2136	4648	4285	184	180	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2137	1743	1265	239	240	0.189	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2138	2148	1854	145	150	0.080	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2139	12841	10690	1076	1076	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2140	11650	5374	3135	3142	0.584	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2141	7110	6252	430	429	0.069	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2142	3984	3427	279	279	0.081	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2143	5515	5285	116	115	0.022	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.022) < minimum (0.05)
LTR_2144	1201	917	144	141	0.155	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2145	2934	2423	257	255	0.106	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2146	4918	3343	788	788	0.236	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2147	1299	896	208	196	0.225	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2148	7941	4248	1845	1849	0.435	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2149	13185	12618	283	285	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_2150	5387	4867	260	261	0.054	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2151	6000	5183	411	407	0.079	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2152	3527	3212	156	160	0.049	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.049) < minimum (0.05)
LTR_2153	4587	4204	192	192	0.046	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.046) < minimum (0.05)
LTR_2154	7398	6671	365	363	0.055	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2155	5931	5356	283	293	0.054	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2156	12241	11936	151	155	0.013	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.013) < minimum (0.05)
LTR_2157	11654	8396	1627	1632	0.194	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2158	12876	6216	3332	3329	0.536	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2159	4592	4241	172	180	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_2160	4837	3372	735	731	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2161	7765	6879	444	443	0.064	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2162	15413	13256	1079	1079	0.081	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2163	1704	1492	105	108	0.071	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2164	7494	6626	432	437	0.066	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2165	2238	1392	424	423	0.304	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2166	12957	10474	1241	1243	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2167	1239	920	160	160	0.174	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2168	12883	10713	1085	1086	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2208	12866	10709	1079	1079	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2209	6906	6106	401	400	0.066	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2210	14093	13374	359	361	0.027	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.027) < minimum (0.05)
LTR_2211	9007	7694	657	657	0.085	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2212	3044	2595	229	221	0.087	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2213	8808	6653	1074	1074	0.161	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2214	7543	7280	132	132	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_2215	4717	2933	891	894	0.304	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2216	2998	2715	142	142	0.052	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2217	3224	2516	348	361	0.141	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2218	8250	1385	3433	3433	2.479	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2219	10296	9420	437	440	0.047	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.047) < minimum (0.05)
LTR_2220	5217	4323	441	441	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2221	12985	10741	1117	1119	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2222	10817	9751	530	537	0.055	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2223	4435	2798	819	819	0.293	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2224	2225	871	672	683	0.778	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2225	9681	6207	1679	1796	0.280	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2226	6398	4458	968	968	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2227	7598	7007	296	296	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2228	12848	10630	1111	1108	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2229	6492	4499	1005	975	0.220	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2230	5738	4946	396	397	0.080	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2231	13733	13451	140	143	0.011	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.011) < minimum (0.05)
LTR_2232	5531	5210	161	161	0.031	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.031) < minimum (0.05)
LTR_2233	5179	4636	258	271	0.057	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2234	11303	5441	2801	3062	0.539	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2235	4409	2861	775	774	0.271	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2236	12952	10421	1261	1261	0.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2237	12497	10494	1002	1002	0.095	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2238	6424	5451	487	487	0.089	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2239	5098	4580	258	261	0.057	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2240	10739	10403	168	169	0.016	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.016) < minimum (0.05)
LTR_2241	14879	12245	1317	1318	0.108	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2242	4205	3553	323	321	0.091	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2243	10837	8862	987	989	0.111	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2244	8237	7344	442	442	0.060	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2245	10828	7014	1908	1907	0.272	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2246	7400	5029	1204	1168	0.236	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2247	13060	7157	2953	2951	0.412	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2248	12591	10527	1027	1024	0.097	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2249	6469	4502	970	981	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2250	5398	3214	1094	1091	0.340	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2251	11277	10401	439	438	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2252	6806	5901	447	449	0.076	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2253	7632	7035	296	297	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_2254	11766	10042	857	868	0.086	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2255	3397	2616	391	391	0.149	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2256	8876	7582	636	659	0.085	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2257	4276	2843	708	708	0.249	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2258	7432	6547	443	443	0.068	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2259	10809	7764	1517	1529	0.196	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2260	3819	3037	392	391	0.129	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2261	11911	9983	952	952	0.095	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2262	4277	3574	352	352	0.098	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2263	10593	6346	2133	2115	0.335	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2264	6769	5847	450	463	0.078	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2265	6186	5080	543	543	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2266	3275	2912	182	182	0.062	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2267	8296	7878	211	208	0.027	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.027) < minimum (0.05)
LTR_2268	3412	2887	263	263	0.091	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2269	8215	7405	404	407	0.055	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2270	5227	4810	209	209	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_2271	4335	2553	891	892	0.349	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2272	14020	13573	217	217	0.016	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.016) < minimum (0.05)
LTR_2273	12056	5765	3111	3155	0.543	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2274	11617	2837	4391	4390	1.548	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2275	13130	12799	166	166	0.013	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.013) < minimum (0.05)
LTR_2276	12906	10715	1096	1096	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2277	6128	5287	421	421	0.080	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2278	7828	7517	156	156	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_2279	10599	4243	3168	3168	0.747	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2280	6442	4500	964	979	0.216	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2281	5105	4446	330	330	0.074	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2282	4362	4104	117	117	0.029	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.029) < minimum (0.05)
LTR_2283	12084	5760	3162	3163	0.549	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2284	6176	4455	861	861	0.193	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2285	14002	7319	3337	3347	0.457	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2286	13859	6283	3726	3851	0.603	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2287	8236	6604	818	815	0.124	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2288	14699	10051	2334	2315	0.231	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2289	7561	1438	3054	3053	2.123	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2290	13496	11873	812	812	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2291	6809	5909	440	438	0.074	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2292	3151	2524	314	314	0.124	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2293	11997	11472	264	262	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_2294	14895	13773	562	561	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_2295	5384	4729	328	328	0.069	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2296	10143	9786	179	179	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_2297	10529	8273	1161	1096	0.136	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2298	4111	2664	724	724	0.272	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2299	10276	4983	2639	2639	0.530	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2300	8009	7439	286	285	0.038	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.038) < minimum (0.05)
LTR_2301	10203	3861	3172	3171	0.821	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2302	12872	10711	1081	1081	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2303	1675	847	411	411	0.485	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2304	11701	8913	1348	1415	0.155	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2305	10518	10003	258	258	0.026	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.026) < minimum (0.05)
LTR_2306	5667	4867	402	399	0.082	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2307	11117	8581	1270	1267	0.148	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2308	9403	9031	183	190	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_2309	2653	2054	295	289	0.142	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2310	3440	1217	1113	1111	0.914	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2311	13499	12662	419	419	0.033	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.033) < minimum (0.05)
LTR_2312	12649	10406	1118	1110	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2313	2665	2040	313	313	0.153	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2314	8855	7574	631	650	0.085	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2315	8813	6101	1371	1342	0.222	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2316	12088	5777	3156	3152	0.546	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2317	9358	8048	644	667	0.081	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2318	10638	8593	1027	1019	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2319	4804	1453	1673	1679	1.153	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2320	6476	4500	996	981	0.220	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2321	12779	10316	1231	1233	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2322	2561	1930	314	318	0.164	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2323	4147	1663	1230	1238	0.742	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2324	10049	9486	282	282	0.030	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.030) < minimum (0.05)
LTR_2325	11052	5845	2616	2592	0.446	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2326	6455	4500	972	984	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2327	3114	2195	463	457	0.210	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2328	12515	10444	1040	1032	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2329	4171	3088	542	542	0.176	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2330	8090	7205	443	443	0.061	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2331	6451	5341	555	555	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2332	5475	2842	1313	1321	0.463	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2333	6251	1964	2116	2172	1.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2334	9949	9167	390	393	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_2335	4274	3014	631	630	0.209	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2336	6236	6019	107	111	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_2337	7013	6290	362	362	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2338	11940	5943	2998	3000	0.505	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2339	7491	5103	1240	1149	0.234	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2340	4978	3507	730	730	0.208	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_2341	2875	2585	135	136	0.052	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2342	12747	10509	1119	1120	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2343	11458	9075	1208	1176	0.131	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2344	6245	4192	1027	1027	0.245	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2345	3531	2514	508	510	0.202	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2346	12469	6254	3108	3108	0.497	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2347	9155	7946	599	611	0.076	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_2348	4547	4175	181	181	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
