# Unified output from multiple LTR annotation tools
# Format: LTR_HARVEST
# predictions are reported in the following way
# s(ret) e(ret) l(ret) s(lLTR) e(lLTR) l(lLTR) s(rLTR) e(rLTR) l(rLTR) sim(LTRs) seq-id

# Results from LTR_FINDER
16974765 16979173 4409 16974765 16975561 797 16978377 16979173 797 99 Chr1
17003896 17010615 6720 17003898 17005104 1207 17009389 17010612 1224 91 Chr1
17034117 17040564 6448 17034117 17035283 1167 17039392 17040564 1173 92 Chr1
17051365 17064299 12935 17051365 17054502 3138 17061141 17064287 3147 98 Chr1
17077636 17080978 3343 17077636 17077805 170 17080804 17080978 175 92 Chr1
17086911 17099220 12310 17086911 17087416 506 17098727 17099220 494 94 Chr1
17090376 17100287 9912 17090376 17091449 1074 17099214 17100287 1074 97 Chr1
17113858 17119869 6012 17113858 17114697 840 17119031 17119869 839 95 Chr1
17127193 17129132 1940 17127193 17127795 603 17128534 17129132 599 85 Chr1
17144638 17149051 4414 17144638 17145270 633 17148431 17149051 621 93 Chr1
17180002 17191777 11776 17180002 17181435 1434 17190357 17191777 1421 95 Chr1
17231286 17240301 9016 17231294 17232719 1426 17238895 17240296 1402 93 Chr1
17241541 17249260 7720 17241541 17242779 1239 17248013 17249260 1248 94 Chr1
17311142 17318896 7755 17311142 17311707 566 17318333 17318896 564 95 Chr1
17327593 17333914 6322 17327593 17328597 1005 17332893 17333914 1022 97 Chr1
17358227 17369532 11306 17358227 17358664 438 17369096 17369532 437 97 Chr1
17419795 17423849 4055 17419795 17419913 119 17423736 17423849 114 94 Chr1
17436254 17442715 6462 17436254 17437239 986 17441740 17442715 976 98 Chr1
17524384 17531788 7405 17524384 17525172 789 17531000 17531788 789 99 Chr1
17634700 17646374 11675 17634700 17637846 3147 17643232 17646374 3143 99 Chr1
17665562 17674795 9234 17665572 17666766 1195 17673571 17674791 1221 92 Chr1
17699914 17705442 5529 17699914 17700035 122 17705321 17705442 122 98 Chr1
17773917 17785528 11612 17773917 17774893 977 17784552 17785528 977 96 Chr1
17802350 17808238 5889 17802350 17802633 284 17807954 17808238 285 88 Chr1
17802655 17805897 3243 17802655 17803056 402 17805496 17805897 402 91 Chr1
17819713 17833680 13968 17819728 17820288 561 17833111 17833674 564 93 Chr1
17887071 17892281 5211 17887071 17887509 439 17891843 17892281 439 99 Chr1
18018401 18028011 9611 18018401 18019348 948 18027057 18028011 955 95 Chr1
18080421 18087158 6738 18080432 18080847 416 18086732 18087148 417 95 Chr1
18115825 18122680 6856 18115833 18117222 1390 18121287 18122673 1387 97 Chr1
18209650 18216092 6443 18209650 18210621 972 18215119 18216092 974 98 Chr1
18288212 18295921 7710 18288212 18289121 910 18295010 18295921 912 99 Chr1
18308342 18319980 11639 18308353 18311472 3120 18316853 18319968 3116 98 Chr1
18358275 18364906 6632 18358275 18359356 1082 18363824 18364906 1083 95 Chr1
18378356 18381575 3220 18378356 18378930 575 18381002 18381575 574 92 Chr1
18411920 18417614 5695 18411920 18412103 184 18417431 18417614 184 89 Chr1
18423868 18435326 11459 18423883 18425266 1384 18433944 18435312 1369 95 Chr1
18545930 18553252 7323 18545935 18546358 424 18552815 18553238 424 99 Chr1
18610665 18624055 13391 18610665 18611285 621 18623418 18624055 638 85 Chr1
18628482 18631072 2591 18628482 18628613 132 18630941 18631072 132 90 Chr1
18714205 18720422 6218 18714206 18714443 238 18720185 18720422 238 95 Chr1
18874442 18885708 11267 18874442 18875884 1443 18884153 18885708 1556 87 Chr1
18909830 18918746 8917 18909844 18910501 658 18918078 18918733 656 96 Chr1
19015824 19020841 5018 19015824 19015958 135 19020707 19020841 135 97 Chr1
19235426 19240456 5031 19235431 19235588 158 19240299 19240456 158 96 Chr1
19344773 19347779 3007 19344773 19345257 485 19347294 19347779 486 95 Chr1
19415517 19424320 8804 19415517 19416205 689 19423637 19424320 684 97 Chr1
19440237 19451648 11412 19440237 19443266 3030 19448619 19451648 3030 99 Chr1
19555358 19566265 10908 19555358 19559394 4037 19562229 19566265 4037 99 Chr1
19586110 19594994 8885 19586110 19588987 2878 19592040 19594994 2955 86 Chr1
19603932 19607607 3676 19603940 19604207 268 19607332 19607600 269 94 Chr1
19608992 19623156 14165 19608992 19610978 1987 19621180 19623156 1977 99 Chr1
19623705 19635035 11331 19623705 19624153 449 19634587 19635035 449 99 Chr1
19657146 19668203 11058 19657146 19661260 4115 19664093 19668203 4111 99 Chr1
19754160 19764936 10777 19754167 19757411 3245 19761678 19764923 3246 99 Chr1
19790413 19801718 11306 19790413 19790856 444 19801275 19801718 444 99 Chr1
19802867 19808638 5772 19802879 19804600 1722 19806853 19808626 1774 87 Chr1
19834607 19843768 9162 19834607 19835025 419 19843357 19843768 412 94 Chr1
19864285 19867182 2898 19864289 19864656 368 19866815 19867182 368 98 Chr1
19936057 19948155 12099 19936057 19939221 3165 19944991 19948155 3165 99 Chr1
19999253 20011353 12101 19999256 20002411 3156 20008191 20011349 3159 99 Chr1
20082209 20088865 6657 20082209 20082703 495 20088370 20088865 496 91 Chr1
20082731 20086416 3686 20082731 20083251 521 20085887 20086416 530 90 Chr1
20085609 20088818 3210 20085609 20085904 296 20088517 20088818 302 85 Chr1
20136204 20145006 8803 20136205 20137697 1493 20143529 20145006 1478 91 Chr1
20158729 20170499 11771 20158729 20161917 3189 20167311 20170499 3189 99 Chr1
20184379 20190343 5965 20184379 20184611 233 20190110 20190343 234 97 Chr1
20219977 20231322 11346 20219977 20220546 570 20230754 20231322 569 96 Chr1
20325498 20334347 8850 20325498 20326569 1072 20333284 20334347 1064 89 Chr1
20365151 20371606 6456 20365151 20366115 965 20370616 20371606 991 96 Chr1
20389601 20395264 5664 20389601 20390350 750 20394515 20395264 750 98 Chr1
20470517 20474999 4483 20470517 20471305 789 20474211 20474999 789 97 Chr1
20611257 20617723 6467 20611257 20612242 986 20616743 20617723 981 99 Chr1
20684974 20697405 12432 20684974 20685227 254 20697151 20697405 255 96 Chr1
20756401 20760488 4088 20756401 20757122 722 20759761 20760488 728 96 Chr1
20792822 20804143 11322 20792822 20793261 440 20803703 20804143 441 97 Chr1
20835063 20841650 6588 20835063 20835503 441 20841210 20841650 441 99 Chr1
20877056 20887347 10292 20877056 20878039 984 20886379 20887347 969 96 Chr1
20917838 20922824 4987 20917844 20918633 790 20922035 20922823 789 97 Chr1
20963432 20976315 12884 20963444 20964513 1070 20975233 20976302 1070 99 Chr1
20998350 21008561 10212 20998350 21001524 3175 21005381 21008558 3178 99 Chr1
21048200 21054483 6284 21048200 21048610 411 21054073 21054483 411 99 Chr1
21091550 21098788 7239 21091555 21091995 441 21098334 21098774 441 99 Chr1
21205910 21218777 12868 21205923 21206991 1069 21217707 21218775 1069 99 Chr1
21245230 21258140 12911 21245234 21246305 1072 21257058 21258129 1072 99 Chr1
21286922 21301291 14370 21286922 21287671 750 21300545 21301291 747 89 Chr1
21289645 21299741 10097 21289645 21292812 3168 21296577 21299741 3165 99 Chr1
21316957 21327303 10347 21316957 21322137 5181 21322137 21327303 5167 99 Chr1
21397519 21401421 3903 21397521 21398265 745 21400679 21401417 739 92 Chr1
21450433 21458895 8463 21450437 21453829 3393 21455494 21458886 3393 99 Chr1
21505255 21512345 7091 21505255 21505898 644 21511651 21512344 694 85 Chr1
21555084 21558854 3771 21555084 21555222 139 21558715 21558854 140 90 Chr1
21568783 21572644 3862 21568794 21570167 1374 21571335 21572641 1307 86 Chr1
21582093 21594000 11908 21582093 21584696 2604 21591408 21594000 2593 94 Chr1
21643945 21656856 12912 21643956 21645060 1105 21655743 21656847 1105 99 Chr1
21763714 21769554 5841 21763714 21764131 418 21769137 21769554 418 99 Chr1
21824168 21826840 2673 21824168 21824436 269 21826570 21826840 271 90 Chr1
21859594 21872878 13285 21859594 21860876 1283 21871570 21872878 1309 93 Chr1
21950011 21955963 5953 21950017 21950434 418 21955544 21955961 418 99 Chr1
22045575 22048378 2804 22045575 22045703 129 22048248 22048378 131 90 Chr1
22050680 22060882 10203 22050680 22053117 2438 22058445 22060882 2438 99 Chr1
22072772 22075179 2408 22072772 22073064 293 22074887 22075179 293 92 Chr1
22270549 22279088 8540 22270549 22271746 1198 22277938 22279088 1151 91 Chr1
22282520 22284890 2371 22282520 22282692 173 22284724 22284890 167 90 Chr1
22294730 22301184 6455 22294730 22295696 967 22300195 22301184 990 96 Chr1
22313586 22323491 9906 22313586 22316299 2714 22320744 22323491 2748 94 Chr1
22400914 22412378 11465 22400914 22401486 573 22411806 22412378 573 94 Chr1
22508719 22520663 11945 22508719 22511716 2998 22517665 22520663 2999 99 Chr1
22564186 22573358 9173 22564186 22565345 1160 22572186 22573358 1173 94 Chr1
22583916 22588284 4369 22583916 22585536 1621 22586653 22588282 1630 91 Chr1
22788918 22799150 10233 22788918 22789068 151 22798999 22799150 152 89 Chr1
22792414 22799592 7179 22792414 22792863 450 22799144 22799592 449 91 Chr1
22841040 22849118 8079 22841042 22841335 294 22848819 22849112 294 97 Chr1
22872780 22875481 2702 22872780 22873098 319 22875165 22875481 317 85 Chr1
23015198 23026067 10870 23015198 23017082 1885 23024167 23026067 1901 87 Chr1
23031710 23041997 10288 23031710 23032126 417 23041592 23041997 406 91 Chr1
23038412 23041428 3017 23038412 23038638 227 23041202 23041428 227 94 Chr1
23050709 23063683 12975 23050712 23051960 1249 23062425 23063676 1252 98 Chr1
23127487 23137447 9961 23127496 23130663 3168 23134271 23137437 3167 99 Chr1
23145759 23153114 7356 23145759 23146048 290 23152823 23153114 292 93 Chr1
23148711 23152344 3634 23148711 23149304 594 23151788 23152344 557 87 Chr1
23149573 23152465 2893 23149573 23149701 129 23152337 23152465 129 94 Chr1
23275137 23279033 3897 23275137 23275842 706 23278329 23279033 705 97 Chr1
23383851 23387070 3220 23383851 23384279 429 23386632 23387070 439 85 Chr1
23392789 23396103 3315 23392789 23393151 363 23395741 23396103 363 85 Chr1
23399737 23410940 11204 23399740 23400197 458 23410470 23410927 458 97 Chr1
23456057 23465116 9060 23456057 23457573 1517 23463623 23465116 1494 85 Chr1
23459642 23463398 3757 23459657 23460353 697 23462675 23463391 717 92 Chr1
23466299 23470242 3944 23466299 23467692 1394 23468829 23470242 1414 94 Chr1
23474446 23483922 9477 23474446 23478064 3619 23480304 23483922 3619 99 Chr1
23502309 23508745 6437 23502318 23503298 981 23507796 23508737 942 94 Chr1
23593880 23606771 12892 23593880 23594962 1083 23605691 23606771 1081 99 Chr1
24419399 24427438 8040 24419401 24419651 251 24427174 24427429 256 92 Chr1
24563584 24565719 2136 24563594 24564630 1037 24564631 24565719 1089 85 Chr1
24670445 24677630 7186 24670446 24670896 451 24677191 24677630 440 90 Chr1
24682567 24688253 5687 24682567 24682782 216 24688038 24688253 216 93 Chr1
24742850 24748438 5589 24742856 24744124 1269 24747172 24748434 1263 98 Chr1
24774793 24779567 4775 24774793 24775002 210 24779358 24779567 210 99 Chr1
25066141 25071248 5108 25066141 25066785 645 25070615 25071248 634 87 Chr1
25099678 25112582 12905 25099690 25100901 1212 25111376 25112576 1201 98 Chr1
25168276 25179273 10998 25168276 25169369 1094 25178156 25179273 1118 94 Chr1
25303305 25311820 8516 25303319 25303986 668 25311144 25311812 669 97 Chr1
25566857 25573312 6456 25566857 25567349 493 25572820 25573312 493 99 Chr1
25581575 25591931 10357 25581575 25581771 197 25591730 25591931 202 87 Chr1
25653447 25664754 11308 25653447 25653891 445 25664310 25664754 445 99 Chr1
25709285 25714505 5221 25709285 25709647 363 25714142 25714505 364 99 Chr1
25728119 25739508 11390 25728119 25729310 1192 25738384 25739508 1125 93 Chr1
25804382 25816381 12000 25804390 25807369 2980 25813366 25816369 3004 99 Chr1
25887547 25900404 12858 25887547 25888606 1060 25899345 25900404 1060 99 Chr1
25937881 25947363 9483 25937890 25938982 1093 25946258 25947352 1095 99 Chr1
26015176 26027996 12821 26015186 26016241 1056 26026937 26027992 1056 99 Chr1
26143558 26152067 8510 26143558 26143678 121 26151947 26152067 121 90 Chr1
26224069 26235902 11834 26224069 26224396 328 26235575 26235902 328 85 Chr1
26665884 26678726 12843 26665884 26666969 1086 26677641 26678726 1086 99 Chr1
26737192 26749564 12373 26737206 26737328 123 26749438 26749560 123 91 Chr1
26848660 26861532 12873 26848660 26849738 1079 26860454 26861532 1079 99 Chr1
26925093 26929341 4249 26925093 26925694 602 26928716 26929341 626 91 Chr1
26954851 26967255 12405 26954862 26955419 558 26966696 26967253 558 99 Chr1
26966179 26980099 13921 26966179 26967253 1075 26979017 26980099 1083 85 Chr1
26980159 26991455 11297 26980172 26984362 4191 26987255 26991447 4193 99 Chr1
27399715 27408719 9005 27399715 27403094 3380 27405348 27408719 3372 99 Chr1
27440229 27451546 11318 27440229 27444442 4214 27447334 27451546 4213 99 Chr1
27528954 27532832 3879 27528954 27529343 390 27532443 27532832 390 96 Chr1
27786155 27800054 13900 27786155 27787665 1511 27798545 27800054 1510 96 Chr1
27886165 27890313 4149 27886169 27886852 684 27889606 27890300 695 92 Chr1
27890399 27895098 4700 27890404 27890791 388 27894702 27895089 388 94 Chr1
27899241 27905689 6449 27899250 27900223 974 27904724 27905682 959 98 Chr1
28012366 28022745 10380 28012366 28012513 148 28022598 28022745 148 90 Chr1
28035992 28048883 12892 28035992 28037122 1131 28047757 28048883 1127 99 Chr1
28213502 28216142 2641 28213511 28213689 179 28215949 28216127 179 92 Chr1
28337712 28342914 5203 28337719 28338143 425 28342481 28342905 425 98 Chr1
28524116 28527182 3067 28524116 28524997 882 28526301 28527182 882 92 Chr1
28547226 28554010 6785 28547226 28547479 254 28553754 28554010 257 90 Chr1
28712395 28724797 12403 28712395 28713727 1333 28723464 28724797 1334 98 Chr1
28735357 28738564 3208 28735358 28735737 380 28738225 28738562 338 85 Chr1
28839998 28846437 6440 28839998 28840958 961 28845458 28846437 980 97 Chr1
28995849 29007333 11485 28995849 28998898 3050 29004282 29007333 3052 99 Chr1
29041007 29048078 7072 29041020 29041372 353 29047716 29048068 353 88 Chr1
29083647 29096564 12918 29083647 29084872 1226 29095343 29096564 1222 98 Chr1
29172905 29177524 4620 29172905 29173894 990 29176535 29177524 990 99 Chr1
29253358 29262105 8748 29253358 29256924 3567 29258539 29262105 3567 99 Chr1
29344264 29357185 12922 29344264 29345357 1094 29356089 29357185 1097 98 Chr1
29583439 29590134 6696 29583442 29583650 209 29589920 29590132 213 96 Chr1
29789784 29800956 11173 29789784 29789913 130 29800827 29800956 130 93 Chr1
29859925 29868801 8877 29859925 29860737 813 29867963 29868801 839 91 Chr1
29881325 29886609 5285 29881327 29881792 466 29886140 29886606 467 98 Chr1
30065304 30069778 4475 30065309 30065851 543 30069231 30069776 546 85 Chr1
30074657 30080282 5626 30074657 30074892 236 30080047 30080282 236 96 Chr1
30083493 30091511 8019 30083493 30084062 570 30090943 30091511 569 93 Chr1
30266127 30272403 6277 30266127 30266531 405 30271989 30272403 415 93 Chr1
30308096 30313969 5874 30308096 30308225 130 30313842 30313969 128 87 Chr1
30372597 30378554 5958 30372597 30373101 505 30378047 30378554 508 88 Chr1
30432458 30445247 12790 30432458 30433560 1103 30444145 30445247 1103 99 Chr1
30512487 30521651 9165 30512487 30513636 1150 30520548 30521651 1104 85 Chr1
30666717 30677153 10437 30666717 30668165 1449 30675707 30677153 1447 90 Chr1
30670249 30674442 4194 30670249 30671527 1279 30673149 30674442 1294 91 Chr1
31019514 31031058 11545 31019514 31022593 3080 31027977 31031058 3082 99 Chr1
31122311 31127327 5017 31122311 31122445 135 31127193 31127327 135 99 Chr1
31138209 31151884 13676 31138209 31138954 746 31151139 31151884 746 99 Chr1
31212121 31224784 12664 31212128 31212914 787 31223994 31224780 787 96 Chr1
31234269 31239070 4802 31234274 31234448 175 31238889 31239063 175 98 Chr1
31438711 31451540 12830 31438711 31439791 1081 31450459 31451540 1082 98 Chr1
31460211 31472644 12434 31460211 31461442 1232 31471414 31472644 1231 99 Chr1
31612231 31617217 4987 31612239 31612471 233 31616985 31617212 228 90 Chr1
31907045 31911761 4717 31907045 31907420 376 31911388 31911761 374 97 Chr1
32063949 32070393 6445 32063949 32064949 1001 32069415 32070393 979 96 Chr1
32205101 32216718 11618 32205101 32206145 1045 32215686 32216718 1033 97 Chr1
32305739 32311549 5811 32305739 32306391 653 32310883 32311549 667 89 Chr1
32486482 32498407 11926 32486490 32486799 310 32498083 32498393 311 92 Chr1
32517696 32522076 4381 32517696 32518488 793 32521284 32522076 793 97 Chr1
32740238 32746698 6461 32740238 32741665 1428 32745213 32746698 1486 86 Chr1
32859576 32868066 8491 32859576 32859946 371 32867690 32868066 377 91 Chr1
32898949 32911650 12702 32898949 32905298 6350 32905301 32911650 6350 99 Chr1
33416686 33426962 10277 33416686 33417222 537 33426399 33426962 564 92 Chr1
33427037 33440843 13807 33427037 33428547 1511 33439334 33440843 1510 97 Chr1
33643544 33649993 6450 33643544 33644529 986 33648950 33649993 1044 87 Chr1
33670044 33677111 7068 33670044 33670671 628 33676481 33677111 631 89 Chr1
33698890 33709254 10365 33698891 33699676 786 33708503 33709251 749 89 Chr1
33850341 33861899 11559 33850341 33853446 3106 33858796 33861899 3104 99 Chr1
33979573 33988978 9406 33979587 33980568 982 33987987 33988978 992 90 Chr1
34061708 34072749 11042 34061708 34063701 1994 34070770 34072749 1980 85 Chr1
34085624 34090697 5074 34085624 34085899 276 34090416 34090697 282 86 Chr1
34204371 34217380 13010 34204371 34205100 730 34216649 34217380 732 90 Chr1
34264466 34274851 10386 34264466 34264878 413 34274438 34274851 414 97 Chr1
34330300 34333181 2882 34330300 34330544 245 34332938 34333181 244 91 Chr1
34335607 34348074 12468 34335608 34340818 5211 34342855 34348067 5213 99 Chr1
34453361 34464511 11151 34453361 34453963 603 34463902 34464511 610 87 Chr1
34589746 34596031 6286 34589746 34590598 853 34595179 34596031 853 99 Chr1
34598073 34608143 10071 34598087 34598350 264 34607880 34608141 262 89 Chr1
34646859 34656872 10014 34646859 34647047 189 34656683 34656872 190 85 Chr1
34749699 34761118 11420 34749699 34750141 443 34760676 34761118 443 98 Chr1
34821554 34831266 9713 34821554 34822634 1081 34830186 34831266 1081 99 Chr1
34920366 34934444 14079 34920380 34925461 5082 34929355 34934436 5082 99 Chr1
34970461 34976124 5664 34970461 34970918 458 34975666 34976124 459 97 Chr1
35012164 35023263 11100 35012171 35015552 3382 35019887 35023261 3375 99 Chr1
35035888 35049060 13173 35035890 35037104 1215 35047836 35049049 1214 98 Chr1
35111273 35113786 2514 35111273 35111448 176 35113609 35113786 178 92 Chr1
35277694 35289769 12076 35277694 35280852 3159 35286610 35289769 3160 99 Chr1
35443197 35456620 13424 35443197 35446820 3624 35452999 35456620 3622 99 Chr1
35567105 35578267 11163 35567105 35568311 1207 35577036 35578267 1232 92 Chr1
35587722 35598957 11236 35587722 35588378 657 35598301 35598957 657 90 Chr1
35668085 35680962 12878 35668085 35669343 1259 35679703 35680962 1260 98 Chr1
35760064 35765309 5246 35760071 35761742 1672 35763673 35765302 1630 92 Chr1
36032798 36036680 3883 36032798 36033513 716 36035964 36036680 717 94 Chr1
36068260 36080278 12019 36068260 36068664 405 36079873 36080278 406 96 Chr1
36545267 36557253 11987 36545267 36548268 3002 36554258 36557253 2996 99 Chr1
36572885 36585394 12510 36572893 36576018 3126 36582265 36585388 3124 99 Chr1
37128131 37133007 4877 37128131 37128357 227 37132781 37133007 227 97 Chr1
37164035 37170349 6315 37164035 37164454 420 37169934 37170349 416 96 Chr1
37208128 37221285 13158 37208128 37211096 2969 37218330 37221285 2956 98 Chr1
37429066 37440179 11114 37429066 37429581 516 37439646 37440179 534 91 Chr1
37479491 37483946 4456 37479505 37480750 1246 37482708 37483937 1230 94 Chr1
37489562 37502481 12920 37489562 37490644 1083 37501399 37502481 1083 99 Chr1
37608900 37615761 6862 37608900 37609039 140 37615622 37615761 140 85 Chr1
37739424 37748046 8623 37739424 37741777 2354 37745733 37748046 2314 88 Chr1
37815385 37825805 10421 37815399 37815648 250 37825548 37825800 253 90 Chr1
37826204 37832292 6089 37826204 37826704 501 37831789 37832292 504 86 Chr1
37881101 37887133 6033 37881101 37881306 206 37886920 37887133 214 85 Chr1
38139439 38145610 6172 38139451 38140041 591 38145001 38145599 599 88 Chr1
38345510 38359036 13527 38345510 38346258 749 38358288 38359036 749 99 Chr1
38397104 38408714 11611 38397104 38397416 313 38408404 38408714 311 85 Chr1
38580953 38592238 11286 38580953 38581390 438 38591801 38592238 438 98 Chr1
38700570 38711374 10805 38700570 38700778 209 38711160 38711374 215 93 Chr1
38772227 38786819 14593 38772235 38772793 559 38786245 38786807 563 94 Chr1
38972488 38977860 5373 38972488 38972779 292 38977562 38977860 299 89 Chr1
39068641 39073661 5021 39068641 39069285 645 39073014 39073661 648 93 Chr1
39110628 39115006 4379 39110628 39110932 305 39114702 39115006 305 98 Chr1
39118139 39127408 9270 39118150 39118466 317 39127092 39127408 317 98 Chr1
39336544 39341461 4918 39336544 39336800 257 39341205 39341461 257 98 Chr1
39379761 39384552 4792 39379761 39380718 958 39383594 39384552 959 96 Chr1
39403041 39407757 4717 39403041 39403261 221 39407537 39407757 221 99 Chr1
39709825 39718268 8444 39709832 39710382 551 39717733 39718262 530 93 Chr1
39746760 39760533 13774 39746760 39750497 3738 39756881 39760533 3653 96 Chr1
40041745 40047018 5274 40041745 40042785 1041 40045957 40047018 1062 97 Chr1
40279800 40284614 4815 40279800 40279940 141 40284476 40284614 139 87 Chr1
40374496 40378442 3947 40374496 40375888 1393 40377050 40378442 1393 97 Chr1
40853067 40858189 5123 40853067 40853432 366 40857824 40858189 366 98 Chr1
41005581 41008426 2846 41005581 41005938 358 41008072 41008426 355 91 Chr1
41030606 41035998 5393 41030617 41031688 1072 41034917 41035988 1072 99 Chr1
41170938 41174756 3819 41170938 41171086 149 41174602 41174756 155 87 Chr1
41409812 41422654 12843 41409812 41410888 1077 41421578 41422654 1077 99 Chr1
41422816 41434465 11650 41422816 41425947 3132 41431334 41434465 3132 99 Chr1
41549770 41553195 3426 41549781 41550233 453 41552722 41553189 468 85 Chr1
41564637 41572243 7607 41564637 41565595 959 41571322 41572243 922 86 Chr1
41592218 41598475 6258 41592218 41593403 1186 41597291 41598475 1185 96 Chr1
41594764 41598783 4020 41594764 41595077 314 41598481 41598783 303 93 Chr1
41605063 41610579 5517 41605063 41605179 117 41610464 41610579 116 98 Chr1
41717473 41720551 3079 41717473 41717862 390 41720153 41720551 399 89 Chr1
41752711 41757630 4920 41752711 41753499 789 41756842 41757630 789 99 Chr1
41816294 41829479 13186 41816294 41816577 284 41829195 41829479 285 88 Chr1
41839296 41844783 5488 41839309 41839637 329 41844437 41844770 334 85 Chr1
41992078 41996684 4607 41992078 41992279 202 41996483 41996684 202 96 Chr1
42128544 42135953 7410 42128544 42128913 370 42135584 42135953 370 99 Chr1
42206335 42212852 6518 42206335 42207267 933 42211971 42212852 882 85 Chr1
42493841 42507513 13673 42493843 42497486 3644 42503856 42507511 3656 98 Chr1
42507644 42520521 12878 42507644 42510973 3330 42517192 42520521 3330 99 Chr1
42527474 42532199 4726 42527474 42527774 301 42531893 42532199 307 93 Chr1
42700180 42705348 5169 42700180 42701215 1036 42704281 42705348 1068 87 Chr1
42785979 42793761 7783 42785987 42786429 443 42793310 42793752 443 98 Chr1
42887769 42892704 4936 42887769 42890008 2240 42890465 42892704 2240 99 Chr1
42895593 42900974 5382 42895593 42896676 1084 42899892 42900974 1083 99 Chr1
42934066 42941562 7497 42934066 42934507 442 42941124 42941562 439 98 Chr1
42991881 43004710 12830 42991881 42992962 1082 43003629 43004710 1082 99 Chr1
1252061 1257547 5487 1252061 1252291 231 1257317 1257547 231 99 Chr2
1265287 1275469 10183 1265287 1265914 628 1274848 1275469 622 89 Chr2
1266105 1270955 4851 1266105 1266335 231 1270712 1270950 239 88 Chr2
1421145 1427259 6115 1421145 1423598 2454 1424825 1427259 2435 87 Chr2
3897341 3908645 11305 3897341 3897784 444 3908202 3908645 444 99 Chr2
3911178 3924052 12875 3911178 3912261 1084 3922969 3924052 1084 99 Chr2
4736723 4751183 14461 4736723 4736889 167 4751008 4751183 176 85 Chr2
6552990 6556678 3689 6552990 6554446 1457 6555237 6556678 1442 94 Chr2
6854136 6858543 4408 6854136 6854382 247 6858291 6858543 253 85 Chr2
6860366 6866763 6398 6860366 6860853 488 6866276 6866763 488 99 Chr2

